label,type,uri,author,yearDelivered,isJointPaper,cleanTitle,affiliation,coauthor,JSONRecord,cleanerTitle,primaryTitleFlag,authors,Co_Author2,Co_Author3,FlagThirdAuthor,relationType,relationWeight,surname
Rucker2000,Item,http://127.0.0.1/Rucker2000,"Rucker, R.",2000,Yes,Did US Agricultural Policy Lock Farmers into Wheat? The Capitalization of Farm Policies into Land Prices in the US and Canada.,,"Alston, Lee;Weidenmier, Marc","{""Author"" : ""Rucker, R."", ""Year"" : ""2000"",""label"" : ""Rucker2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Rucker2000"", ""cleanTitle"" : ""Did US Agricultural Policy Lock Farmers into Wheat? The Capitalization of Farm Policies into Land Prices in the US and Canada"", ""Institution"" : """"},",Did US Agricultural Policy Lock Farmers into Wheat? The Capitalization of Farm Policies into Land Prices in the US and Canada,,,"Weidenmier, Marc","Alston, Lee",Yes,,,Rucker
Russell1997,Item,http://127.0.0.1/Russell1997,"Russell, Stephen",1997,No,"A Gentleman Like that Can't Tell Us How To farm: Clashing Convictions of economic Batterment in Riural France, 1860-92",University of Connecticut,,"{""Author"" : ""Russell, Stephen"", ""Year"" : ""1997"",""label"" : ""Russell1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Russell1997"", ""cleanTitle"" : ""A Gentleman Like that Can't Tell Us How To farm: Clashing Convictions of economic Batterment in Riural France, 1860-92"", ""Institution"" : ""University of Connecticut""},","A Gentleman Like that Can't Tell Us How To farm: Clashing Convictions of economic Batterment in Riural France, 1860-92",1,,,,No,,,Russell
Rymes1994,Item,http://127.0.0.1/Rymes1994,"Rymes, T.K.",1994,Yes,On the Application of the Edgeworth Hypothesis anout Reserves and Clearing Banks to the Development of Canadian Banking,Carleton University,"Huh, Sung","{""Author"" : ""Rymes, T.K."", ""Year"" : ""1994"",""label"" : ""Rymes1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Rymes1994"", ""cleanTitle"" : ""On the Application of the Edgeworth Hypothesis anout Reserves and Clearing Banks to the Development of Canadian Banking"", ""Institution"" : ""Carleton University""},",On the Application of the Edgeworth Hypothesis anout Reserves and Clearing Banks to the Development of Canadian Banking,,,"Huh, Sung",,No,,,Rymes
Sager1992,Item,http://127.0.0.1/Sager1992,"Sager, Eric",1992,Yes,Unemployment in Late 19th Century Canada,University of Victoria,"Baskerville, Peter","{""Author"" : ""Sager, Eric"", ""Year"" : ""1992"",""label"" : ""Sager1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sager1992"", ""cleanTitle"" : ""Unemployment in Late 19th Century Canada"", ""Institution"" : ""University of Victoria""},",Unemployment in Late 19th Century Canada,,,"Baskerville, Peter",,No,,,Sager
SalsiburyA2012,Item,,"Salisbury, Laura",2012,No,Women's Income and Marriage Markets in the United States: Evidence from the Civil War Pension,Boston University,,"{""Author"" : ""Salisbury, Laura"", ""Year"" : ""2012"",""label"" : ""SalsiburyA2012"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Women's Income and Marriage Markets in the United States: Evidence from the Civil War Pension"", ""Institution"" : ""Boston University""},",Women's Income and Marriage Markets in the United States: Evidence from the Civil War Pension,1,,,,No,,,Salisbury
SalisburyA2014,Item,,"Salisbury, Laura",2014,Yes,The Causal Effects of Losing the American Civil War,University of Toronto,"Eli, Shari;Shertzer, Allison","{""Author"" : ""Salisbury, Laura"", ""Year"" : ""2014"",""label"" : ""SalisburyA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""The Causal Effects of Losing the American Civil War"", ""Institution"" : ""University of Toronto""},",The Causal Effects of Losing the American Civil War,,,"Shertzer, Allison","Eli, Shari",Yes,,,Salisbury
Salmon2003,Item,http://127.0.0.1/Salmon2003,"Salmon, Stephen",2003,No,The Future of Business Archives in the Post-Modern World,National Archives of Canada,,"{""Author"" : ""Salmon, Stephen"", ""Year"" : ""2003"",""label"" : ""Salmon2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Salmon2003"", ""cleanTitle"" : ""The Future of Business Archives in the Post-Modern World"", ""Institution"" : ""National Archives of Canada""},",The Future of Business Archives in the Post-Modern World,1,,,,No,,,Salmon
Schembri1987,Item,http://127.0.0.1/Schembri1987,"Schembri, L.",1987,Yes,"The Role of the Canadian Chartered Banks in U.S.  Banking Crises, 1870-1910",Carleton University,"Hawkins, L.","{""Author"" : ""Schembri, L."", ""Year"" : ""1987"",""label"" : ""Schembri1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Schembri1987"", ""cleanTitle"" : ""The Role of the Canadian Chartered Banks in U.S.  Banking Crises, 1870-1910"", ""Institution"" : ""Carleton University""},","The Role of the Canadian Chartered Banks in U.S.  Banking Crises, 1870-1910",,,"Hawkins, L.",,No,,,Schembri
Schenk2009,Item,http://127.0.0.1/SchenckC2009,"Schenk, Catherine R.",2009,No,The Retirement of Sterling as a Reserve Currency after 1945: Lessons for the US Dollar?,University of Glasgow,,"{""Author"" : ""Schenk, Catherine R."", ""Year"" : ""2009"",""label"" : ""Schenk2009"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/SchenckC2009"", ""cleanTitle"" : ""The Retirement of Sterling as a Reserve Currency after 1945: Lessons for the US Dollar?"", ""Institution"" : ""University of Glasgow""},",The Retirement of Sterling as a Reserve Currency after 1945: Lessons for the US Dollar?,1,,,,No,,,Schenk
Serletis1990,Item,http://127.0.0.1/Serletis1990,"Serletis, Apostolos",1990,No,Export Growth and Canadian Economic Development,University of Calgary,,"{""Author"" : ""Serletis, Apostolos"", ""Year"" : ""1990"",""label"" : ""Serletis1990"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Serletis1990"", ""cleanTitle"" : ""Export Growth and Canadian Economic Development"", ""Institution"" : ""University of Calgary""},",Export Growth and Canadian Economic Development,1,,,,No,,,Serletis
SeveriniA2014,Item,,"Severnini, Edson",2014,Yes,Rural Electrification and Economic Development,Carnegie Mellon University,"Lewis, Josh","{""Author"" : ""Severnini, Edson"", ""Year"" : ""2014"",""label"" : ""SeveriniA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Rural Electrification and Economic Development"", ""Institution"" : ""Carnegie Mellon University""},",Rural Electrification and Economic Development,,,"Lewis, Josh",,No,,,Severnini
Shanahan2005,Item,http://127.0.0.1/Shanahan2005,"Shanahan, M.",2005,Yes,"Natural Resource Exports, Wealth Accumulation and Development in Settler",South Australia University,"DiMatteo, Livio;Emery, J. Herb","{""Author"" : ""Shanahan, M."", ""Year"" : ""2005"",""label"" : ""Shanahan2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shanahan2005"", ""cleanTitle"" : ""Natural Resource Exports, Wealth Accumulation and Development in Settler"", ""Institution"" : ""South Australia University""},","Natural Resource Exports, Wealth Accumulation and Development in Settler",,,"Emery, J. Herb","DiMatteo, Livio",Yes,,,Shanahan
Shearer1973,Item,http://127.0.0.1/Shearer1973,"Shearer, Ronald A.",1973,Yes,"The Money and Supply Process in Canada, 1920-1934:  Advance Under the Finance Act",University of British Columbia,"Clark, Carolyn","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1973"",""label"" : ""Shearer1973"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1973"", ""cleanTitle"" : ""The Money and Supply Process in Canada, 1920-1934:  Advance Under the Finance Act"", ""Institution"" : ""University of British Columbia""},","The Money and Supply Process in Canada, 1920-1934:  Advance Under the Finance Act",,,"Clark, Carolyn",,No,,,Shearer
Shearer1976,Item,http://127.0.0.1/Shearer1976,"Shearer, Ronald A.",1976,Yes,"Reconcilation of Statistics on Production, Consumption, Monetary Holdings and International Flows of Gold, 1920-1934",University of British Columbia,"Clark, Carolyn","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1976"",""label"" : ""Shearer1976"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1976"", ""cleanTitle"" : ""Reconcilation of Statistics on Production, Consumption, Monetary Holdings and International Flows of Gold, 1920-1934"", ""Institution"" : ""University of British Columbia""},","Reconcilation of Statistics on Production, Consumption, Monetary Holdings and International Flows of Gold, 1920-1934",,,"Clark, Carolyn",,No,,,Shearer
Shearer1979,Item,http://127.0.0.1/Shearer1979,"Shearer, Ronald A.",1979,Yes,The Suspension of the Gold Standard 1928-31,University of British Columbia,"Clark, Carolyn","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1979"",""label"" : ""Shearer1979"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1979"", ""cleanTitle"" : ""The Suspension of the Gold Standard 1928-31"", ""Institution"" : ""University of British Columbia""},",The Suspension of the Gold Standard 1928-31,,,"Clark, Carolyn",,No,,,Shearer
Shearer1981,Item,http://127.0.0.1/Shearer1981,"Shearer, Ronald A.",1981,Yes,Canada and the U.S. Civil War Inflation: Another View of the Reciprocity Treaty Years,University of British Columbia,"Paterson, Donald G.","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1981"",""label"" : ""Shearer1981"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1981"", ""cleanTitle"" : ""Canada and the U.S. Civil War Inflation: Another View of the Reciprocity Treaty Years"", ""Institution"" : ""University of British Columbia""},",Canada and the U.S. Civil War Inflation: Another View of the Reciprocity Treaty Years,,,"Paterson, Donald G.",,No,,,Shearer
Shearer1985,Item,http://127.0.0.1/Shearer1985,"Shearer, Ronald A.",1985,Yes,The Supply of Canadian Money: Estimates and Implications,University of British Columbia,"Paterson, Donald G.","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1985"",""label"" : ""Shearer1985"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1985"", ""cleanTitle"" : ""The Supply of Canadian Money: Estimates and Implications"", ""Institution"" : ""University of British Columbia""},",The Supply of Canadian Money: Estimates and Implications,,,"Paterson, Donald G.",,No,,,Shearer
Shearer1987,Item,http://127.0.0.1/Shearer1987,"Shearer, Ronald A.",1987,Yes,The Financial Crisis of 1857:  Its Timing and Spread,University of British Columbia,"Paterson, Donald G.","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1987"",""label"" : ""Shearer1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1987"", ""cleanTitle"" : ""The Financial Crisis of 1857:  Its Timing and Spread"", ""Institution"" : ""University of British Columbia""},",The Financial Crisis of 1857:  Its Timing and Spread,,,"Paterson, Donald G.",,No,,,Shearer
Shearer1989,Item,http://127.0.0.1/Shearer1989,"Shearer, Ronald A.",1989,Yes,Financing Canada's First International Railway,University of British Columbia,"Paterson, Donald G.","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1989"",""label"" : ""Shearer1989"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1989"", ""cleanTitle"" : ""Financing Canada's First International Railway"", ""Institution"" : ""University of British Columbia""},",Financing Canada's First International Railway,,,"Paterson, Donald G.",,No,,,Shearer
Shearer1990,Item,http://127.0.0.1/Shearer1990,"Shearer, Ronald A.",1990,No,Early Savings Banks and Macroeconomic Fluctuations,University of British Columbia,,"{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1990"",""label"" : ""Shearer1990"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1990"", ""cleanTitle"" : ""Early Savings Banks and Macroeconomic Fluctuations"", ""Institution"" : ""University of British Columbia""},",Early Savings Banks and Macroeconomic Fluctuations,1,,,,No,,,Shearer
Shearer1994,Item,http://127.0.0.1/Shearer1994,"Shearer, Ronald A.",1994,Yes,A Splice of Time: the Urquhart Method and Mid-Nineteenth Century Canadian Economic Growth,University of British Columbia,"Paterson, Donald G.","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1994"",""label"" : ""Shearer1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1994"", ""cleanTitle"" : ""A Splice of Time: the Urquhart Method and Mid-Nineteenth Century Canadian Economic Growth"", ""Institution"" : ""University of British Columbia""},",A Splice of Time: the Urquhart Method and Mid-Nineteenth Century Canadian Economic Growth,,,"Paterson, Donald G.",,No,,,Shearer
Shearer1995,Item,http://127.0.0.1/Shearer1995,"Shearer, Ronald A.",1995,No,Perspectives on Pre-Confederation Financial Institutions and FInancial Markets in Central Canada,University of British Columbia,,"{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1995"",""label"" : ""Shearer1995"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1995"", ""cleanTitle"" : ""Perspectives on Pre-Confederation Financial Institutions and FInancial Markets in Central Canada"", ""Institution"" : ""University of British Columbia""},",Perspectives on Pre-Confederation Financial Institutions and FInancial Markets in Central Canada,1,,,,No,,,Shearer
Shearer1999,Item,http://127.0.0.1/Shearer1999,"Shearer, Ronald A.",1999,Yes,Historical Perspectives on Canadian Monetary and Banking Policy.,University of British Columbia,"Bordo, Michael;Redish, Angela","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""1999"",""label"" : ""Shearer1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer1999"", ""cleanTitle"" : ""Historical Perspectives on Canadian Monetary and Banking Policy"", ""Institution"" : ""University of British Columbia""},",Historical Perspectives on Canadian Monetary and Banking Policy,,,"Redish, Angela","Bordo, Michael",Yes,,,Shearer
Shearer2000,Item,http://127.0.0.1/Shearer2000,"Shearer, Ronald A.",2000,No,Globalization in 19th Century Banking: Canadian and British Banks in California.,University of British Columbia,,"{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""2000"",""label"" : ""Shearer2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer2000"", ""cleanTitle"" : ""Globalization in 19th Century Banking: Canadian and British Banks in California"", ""Institution"" : ""University of British Columbia""},",Globalization in 19th Century Banking: Canadian and British Banks in California,1,,,,No,,,Shearer
Shearer2003,Item,http://127.0.0.1/Shearer2003,"Shearer, Ronald A.",2003,Yes,Control of the Money Supply in the 1840s: Was There an Incipient Central Bank?,University of British Columbia,"Paterson, Donald G.","{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""2003"",""label"" : ""Shearer2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer2003"", ""cleanTitle"" : ""Control of the Money Supply in the 1840s: Was There an Incipient Central Bank?"", ""Institution"" : ""University of British Columbia""},",Control of the Money Supply in the 1840s: Was There an Incipient Central Bank?,,,"Paterson, Donald G.",,No,,,Shearer
Shearer2005,Item,http://127.0.0.1/Shearer2005,"Shearer, Ronald A.",2005,No,Imperial Regulation and the Constitution of Early Canadian Banking,University of British Columbia,,"{""Author"" : ""Shearer, Ronald A."", ""Year"" : ""2005"",""label"" : ""Shearer2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shearer2005"", ""cleanTitle"" : ""Imperial Regulation and the Constitution of Early Canadian Banking"", ""Institution"" : ""University of British Columbia""},",Imperial Regulation and the Constitution of Early Canadian Banking,1,,,,No,,,Shearer
Shepherd1978,Item,http://127.0.0.1/Bertram1973,"Shepherd, James F.",1978,No,Newfoundland and the Staple Theory: Export-Led Growth or Decline?,Whitman College,,"{""Author"" : ""Shepherd, James F."", ""Year"" : ""1978"",""label"" : ""Shepherd1978"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1973"", ""cleanTitle"" : ""Newfoundland and the Staple Theory: Export-Led Growth or Decline?"", ""Institution"" : ""Whitman College""},",Newfoundland and the Staple Theory: Export-Led Growth or Decline?,1,,,,No,,,Shepherd
Shepherd1972,Item,http://127.0.0.1/Shepherd1972,"Shepherd, James F.",1972,No,Staples and Early Canadian Development: A Comparative Study,Whitman College,,"{""Author"" : ""Shepherd, James F."", ""Year"" : ""1972"",""label"" : ""Shepherd1972"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Shepherd1972"", ""cleanTitle"" : ""Staples and Early Canadian Development: A Comparative Study"", ""Institution"" : ""Whitman College""},",Staples and Early Canadian Development: A Comparative Study,1,,,,No,,,Shepherd
ShertzerA2014,Item,,"Shertzer, Allison",2014,Yes,The Causal Effects of Losing the American Civil War,"Pittsburgh University","Eli, Shari;Salisbury, Laura","{""Author"" : ""Shertzer, Allison"", ""Year"" : ""2014"",""label"" : ""ShertzerA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""The Causal Effects of Losing the American Civil War"", ""Institution"" : ""Pittsburgh University""},",The Causal Effects of Losing the American Civil War,,,"Salisbury, Laura","Eli, Shari",Yes,,,Shertzer
Sicotte2000,Item,http://127.0.0.1/Sicotte2000,"Sicotte, Richard",2000,Yes,Governing Foreign Trade: The Effects of US Sugar Legislation on the Cuban Sugar Industry.,,"Dye, Alan","{""Author"" : ""Sicotte, Richard"", ""Year"" : ""2000"",""label"" : ""Sicotte2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sicotte2000"", ""cleanTitle"" : ""Governing Foreign Trade: The Effects of US Sugar Legislation on the Cuban Sugar Industry"", ""Institution"" : """"},",Governing Foreign Trade: The Effects of US Sugar Legislation on the Cuban Sugar Industry,,,"Dye, Alan",,No,,,Sicotte
Sicotte2002,Item,http://127.0.0.1/Sicotte2002,"Sicotte, Richard",2002,Yes,Passenger Shipping Cartels and Their Effect on Transatlantic Migration.,University of Calgary,"Deltas, George;Tomczak, Peter","{""Author"" : ""Sicotte, Richard"", ""Year"" : ""2002"",""label"" : ""Sicotte2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sicotte2002"", ""cleanTitle"" : ""Passenger Shipping Cartels and Their Effect on Transatlantic Migration"", ""Institution"" : ""University of Calgary""},",Passenger Shipping Cartels and Their Effect on Transatlantic Migration,,,"Tomczak, Peter","Deltas, George",Yes,,,Sicotte
Sicotte2005,Item,http://127.0.0.1/Sicotte2005,"Sicotte, Richard",2005,Yes,Natural Resources and the Economic Consequences of the War in the Pacific,University of Vermont,"Wandschneider, Kirsten;Vizcarra, Catalina","{""Author"" : ""Sicotte, Richard"", ""Year"" : ""2005"",""label"" : ""Sicotte2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sicotte2005"", ""cleanTitle"" : ""Natural Resources and the Economic Consequences of the War in the Pacific"", ""Institution"" : ""University of Vermont""},",Natural Resources and the Economic Consequences of the War in the Pacific,1,,"Vizcarra, Catalina","Wandschneider, Kirsten",Yes,,,Sicotte
SicotteA2012,Item,http://shawnday.com/cneh/pdfs/2012/deltas-sicotte.pdf,"Sicotte, Richard",2012,Yes,"Cartel Organization, Price Discrimination and the Trans-Atlantic Passage, 1899-1911",University of Vermont,"Deltas, George","{""Author"" : ""Sicotte, Richard"", ""Year"" : ""2012"",""label"" : ""SicotteA2012"", ""type"" : ""Item"", ""uri"" : ""http://shawnday.com/cneh/pdfs/2012/deltas-sicotte.pdf"", ""cleanTitle"" : ""Cartel Organization, Price Discrimination and the Trans-Atlantic Passage, 1899-1911"", ""Institution"" : ""University of Vermont""},","Cartel Organization, Price Discrimination and the Trans-Atlantic Passage, 1899-1911",,,"Deltas, George",,No,,,Sicotte
Siddiq1987,Item,http://127.0.0.1/Siddiq1987,"Siddiq, Fazliq",1987,No,Problems of Measuring Wealth Inequality Over Time: The Case of Canada,Dalhousie University,,"{""Author"" : ""Siddiq, Fazliq"", ""Year"" : ""1987"",""label"" : ""Siddiq1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Siddiq1987"", ""cleanTitle"" : ""Problems of Measuring Wealth Inequality Over Time: The Case of Canada"", ""Institution"" : ""Dalhousie University""},",Problems of Measuring Wealth Inequality Over Time: The Case of Canada,1,,,,No,,,Siddiq
Siklos1992,Item,http://127.0.0.1/Siklos1992,"Siklos, Pierre",1992,Yes,The Common Development of Institutional Change as Measured by Income Velocity: A Century of Evidence from Indutrialized Countries,Wilfrid Laurier University,"Jonung, L.P.","{""Author"" : ""Siklos, Pierre"", ""Year"" : ""1992"",""label"" : ""Siklos1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Siklos1992"", ""cleanTitle"" : ""The Common Development of Institutional Change as Measured by Income Velocity: A Century of Evidence from Indutrialized Countries"", ""Institution"" : ""Wilfrid Laurier University""},",The Common Development of Institutional Change as Measured by Income Velocity: A Century of Evidence from Indutrialized Countries,,,"Jonung, L.P.",,No,,,Siklos
Siklos1997,Item,http://127.0.0.1/Siklos1997,"Siklos, Pierre",1997,No,US and Canadian Central Banking: The Triumph of Personalities over Politics?,Wilfrid Laurier University,,"{""Author"" : ""Siklos, Pierre"", ""Year"" : ""1997"",""label"" : ""Siklos1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Siklos1997"", ""cleanTitle"" : ""US and Canadian Central Banking: The Triumph of Personalities over Politics?"", ""Institution"" : ""Wilfrid Laurier University""},",US and Canadian Central Banking: The Triumph of Personalities over Politics?,1,,,,No,,,Siklos
Siklos2000,Item,http://127.0.0.1/Siklos2000,"Siklos, Pierre",2000,No,Understanding the Great Depression in the United States versus Canada.,Wilfrid Laurier University,,"{""Author"" : ""Siklos, Pierre"", ""Year"" : ""2000"",""label"" : ""Siklos2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Siklos2000"", ""cleanTitle"" : ""Understanding the Great Depression in the United States versus Canada"", ""Institution"" : ""Wilfrid Laurier University""},",Understanding the Great Depression in the United States versus Canada,1,,,,No,,,Siklos
Sinclair1982,Item,http://127.0.0.1/Sinclair1982,"Sinclair, Peter",1982,No,The Development of Agriculture in Northern Ontario,Wilfrid Laurier University,,"{""Author"" : ""Sinclair, Peter"", ""Year"" : ""1982"",""label"" : ""Sinclair1982"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sinclair1982"", ""cleanTitle"" : ""The Development of Agriculture in Northern Ontario"", ""Institution"" : ""Wilfrid Laurier University""},",The Development of Agriculture in Northern Ontario,1,,,,No,,,Sinclair
Sinclair1989,Item,http://127.0.0.1/Sinclair1989,"Sinclair, Peter",1989,Yes,"Farm Fertility in the Ottawa Valley, 1870",Wilfrid Laurier University,"Marr, William L.","{""Author"" : ""Sinclair, Peter"", ""Year"" : ""1989"",""label"" : ""Sinclair1989"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sinclair1989"", ""cleanTitle"" : ""Farm Fertility in the Ottawa Valley, 1870"", ""Institution"" : ""Wilfrid Laurier University""},","Farm Fertility in the Ottawa Valley, 1870",,,"Marr, William L.",,No,,,Sinclair
SiodlaA2012,Item,,"Siodla, James",2012,No,Razing San Francisco: The 1906 Disaster and the Legacy of Urban Land Use,University of California Irvine,,"{""Author"" : ""Siodla, James"", ""Year"" : ""2012"",""label"" : ""SiodlaA2012"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Razing San Francisco: The 1906 Disaster and the Legacy of Urban Land Use"", ""Institution"" : ""University of California Irvine""},",Razing San Francisco: The 1906 Disaster and the Legacy of Urban Land Use,1,,,,No,,,Siodla
SiodlaA2014,Item,,"Siodla, James",2014,No,Making the Move: the Impact of the 1906 San Francisco Disaster on Firm Relocations,Colby University,,"{""Author"" : ""Siodla, James"", ""Year"" : ""2014"",""label"" : ""SiodlaA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Making the Move: the Impact of the 1906 San Francisco Disaster on Firm Relocations"", ""Institution"" : ""Colby University""},",Making the Move: the Impact of the 1906 San Francisco Disaster on Firm Relocations,1,,,,No,,,Siodla
Siow2000,Item,http://127.0.0.1/Siow2000,"Siow, A.",2000,Yes,"Class, Gender and Marriage.",University of Toronto,"Hamilton, Gillian","{""Author"" : ""Siow, A."", ""Year"" : ""2000"",""label"" : ""Siow2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Siow2000"", ""cleanTitle"" : ""Class, Gender and Marriage"", ""Institution"" : ""University of Toronto""},","Class, Gender and Marriage",,,"Hamilton, Gillian",,No,,,Siow
SkogstadA2014,Item,,"Skogstad, Karl",2014,No,The Effectiveness of Canada's Navy on Escort Duty During WWII,Queen's University,,"{""Author"" : ""Skogstad, Karl"", ""Year"" : ""2014"",""label"" : ""SkogstadA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""The Effectiveness of Canada's Navy on Escort Duty During WWII"", ""Institution"" : ""Queen's University""},",The Effectiveness of Canada's Navy on Escort Duty During WWII,1,,,,No,,,Skogstad
Smith1992,Item,http://127.0.0.1/Smith1992,"Smith, B.",1992,Yes,Currency Elasticity and Banking Panics: Theory and Evidence,University of Western Ontario,"Champ, B.;Williamson, S.","{""Author"" : ""Smith, B."", ""Year"" : ""1992"",""label"" : ""Smith1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Smith1992"", ""cleanTitle"" : ""Currency Elasticity and Banking Panics: Theory and Evidence"", ""Institution"" : ""University of Western Ontario""},",Currency Elasticity and Banking Panics: Theory and Evidence,,,"Williamson, S.","Champ, B.",Yes,,,Smith
Smith1997,Item,http://127.0.0.1/Smith1997,"Smith, Harvey",1997,No,"Winegrowers and Wine Factories in Post-phylloxera Languedoc: Technologies, Production, and the Market, 1880-1914",Northern Illinois University,,"{""Author"" : ""Smith, Harvey"", ""Year"" : ""1997"",""label"" : ""Smith1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Smith1997"", ""cleanTitle"" : ""Winegrowers and Wine Factories in Post-phylloxera Languedoc: Technologies, Production, and the Market, 1880-1914"", ""Institution"" : ""Northern Illinois University""},","Winegrowers and Wine Factories in Post-phylloxera Languedoc: Technologies, Production, and the Market, 1880-1914",1,,,,No,,,Smith
Sokoloff2002,Item,http://127.0.0.1/Sokoloff2002,"Sokoloff, Kenneth L.",2002,No,"Inequality, Institutions and Differential Paths of Growth Among New World Economies",University of California Los Angeles,,"{""Author"" : ""Sokoloff, Kenneth L."", ""Year"" : ""2002"",""label"" : ""Sokoloff2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sokoloff2002"", ""cleanTitle"" : ""Inequality, Institutions and Differential Paths of Growth Among New World Economies"", ""Institution"" : ""University of California Los Angeles""},","Inequality, Institutions and Differential Paths of Growth Among New World Economies",1,,,,No,,,Sokoloff
Sorensen2006,Item,http://127.0.0.1/Sorensen2006,"Sorensen, Todd",2006,No,"Migration creation, diversion and retention: the New Deal and migration flows between state economic areas, 1935-1940.",,,"{""Author"" : ""Sorensen, Todd"", ""Year"" : ""2006"",""label"" : ""Sorensen2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sorensen2006"", ""cleanTitle"" : ""Migration creation, diversion and retention: the New Deal and migration flows between state economic areas, 1935-1940"", ""Institution"" : """"},","Migration creation, diversion and retention: the New Deal and migration flows between state economic areas, 1935-1940",1,,,,No,,,Sorensen
Sousa2006,Item,http://127.0.0.1/Sousa2006,"Sousa, Rita M.",2006,Yes,"The Fall, the Rise, and the Persistence of Bimetalism in the European Periphery.",,"Pereira, Alvaro","{""Author"" : ""Sousa, Rita M."", ""Year"" : ""2006"",""label"" : ""Sousa2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sousa2006"", ""cleanTitle"" : ""The Fall, the Rise, and the Persistence of Bimetalism in the European Periphery"", ""Institution"" : """"},","The Fall, the Rise, and the Persistence of Bimetalism in the European Periphery",,,"Pereira, Alvaro",,No,,,Sousa
